order_id,most_recent_status,most_recent_status_change_time,preceding_event_time,following_event_time,period_of_time,count_polling_events,status_code,count_status_code,error_code,count_error_code
102629982,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:28:57.939+01:00,2020-02-26T20:29:13.980+01:00,ONE_HOUR_BEFORE,174,0,9,ECONNABORTED,9
102629982,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:28:57.939+01:00,2020-02-26T20:29:13.980+01:00,ONE_HOUR_BEFORE,174,200,165,,165
102629982,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:28:57.939+01:00,2020-02-26T20:29:13.980+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102649797,,,2020-02-26T21:53:40.978+01:00,2020-02-26T21:53:57.056+01:00,THREE_MINUTES_BEFORE,2,200,2,,2
102649797,,,2020-02-26T21:53:40.978+01:00,2020-02-26T21:53:57.056+01:00,ONE_HOUR_BEFORE,42,200,42,,42
102649797,,,2020-02-26T21:53:40.978+01:00,2020-02-26T21:53:57.056+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102650776,,,2020-02-26T21:59:40.870+01:00,2020-02-26T21:59:56.114+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102650776,,,2020-02-26T21:59:40.870+01:00,2020-02-26T21:59:56.114+01:00,ONE_HOUR_BEFORE,233,200,233,,233
102650776,,,2020-02-26T21:59:40.870+01:00,2020-02-26T21:59:56.114+01:00,THREE_MINUTES_AFTER,21,200,21,,21
102498287,,,,2020-02-26T11:20:46.476+01:00,ONE_HOUR_BEFORE,,,,,
102498287,,,,2020-02-26T11:20:46.476+01:00,THREE_MINUTES_BEFORE,,,,,
102498287,,,,2020-02-26T11:20:46.476+01:00,THREE_MINUTES_AFTER,,,,,
102501818,,,2020-02-26T11:39:23.588+01:00,2020-02-26T11:39:38.943+01:00,ONE_HOUR_BEFORE,93,200,89,,89
102501818,,,2020-02-26T11:39:23.588+01:00,2020-02-26T11:39:38.943+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102501818,,,2020-02-26T11:39:23.588+01:00,2020-02-26T11:39:38.943+01:00,ONE_HOUR_BEFORE,93,0,4,GENERIC_ERROR,4
102501818,,,2020-02-26T11:39:23.588+01:00,2020-02-26T11:39:38.943+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102504056,ONLINE,2020-02-26T10:36:15.630+01:00,2020-02-26T12:06:21.774+01:00,2020-02-26T12:06:37.800+01:00,ONE_HOUR_BEFORE,218,200,218,,218
102504056,ONLINE,2020-02-26T10:36:15.630+01:00,2020-02-26T12:06:21.774+01:00,2020-02-26T12:06:37.800+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102504056,ONLINE,2020-02-26T10:36:15.630+01:00,2020-02-26T12:06:21.774+01:00,2020-02-26T12:06:37.800+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102504803,ONLINE,2020-02-26T10:48:49.787+01:00,2020-02-26T11:56:38.965+01:00,2020-02-26T11:56:58.906+01:00,ONE_HOUR_BEFORE,194,0,2,ECONNABORTED,2
102504803,ONLINE,2020-02-26T10:48:49.787+01:00,2020-02-26T11:56:38.965+01:00,2020-02-26T11:56:58.906+01:00,ONE_HOUR_BEFORE,194,200,192,,192
102504803,ONLINE,2020-02-26T10:48:49.787+01:00,2020-02-26T11:56:38.965+01:00,2020-02-26T11:56:58.906+01:00,THREE_MINUTES_AFTER,9,200,9,,9
102504803,ONLINE,2020-02-26T10:48:49.787+01:00,2020-02-26T11:56:38.965+01:00,2020-02-26T11:56:58.906+01:00,THREE_MINUTES_BEFORE,10,200,10,,10
102505890,,,2020-02-26T12:03:47.617+01:00,2020-02-26T12:04:03.013+01:00,THREE_MINUTES_AFTER,3,0,1,ECONNABORTED,1
102505890,,,2020-02-26T12:03:47.617+01:00,2020-02-26T12:04:03.013+01:00,THREE_MINUTES_AFTER,3,200,2,,2
102505890,,,2020-02-26T12:03:47.617+01:00,2020-02-26T12:04:03.013+01:00,THREE_MINUTES_BEFORE,3,200,3,,3
102505890,,,2020-02-26T12:03:47.617+01:00,2020-02-26T12:04:03.013+01:00,ONE_HOUR_BEFORE,3,200,3,,3
102508127,,,2020-02-26T12:12:06.006+01:00,2020-02-26T12:12:21.270+01:00,ONE_HOUR_BEFORE,232,200,232,,232
102508127,,,2020-02-26T12:12:06.006+01:00,2020-02-26T12:12:21.270+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102508127,,,2020-02-26T12:12:06.006+01:00,2020-02-26T12:12:21.270+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102540962,,,2020-02-26T12:05:46.041+01:00,2020-02-26T17:07:39.593+01:00,THREE_MINUTES_AFTER,,,,,
102540962,,,2020-02-26T12:05:46.041+01:00,2020-02-26T17:07:39.593+01:00,THREE_MINUTES_BEFORE,,,,,
102540962,,,2020-02-26T12:05:46.041+01:00,2020-02-26T17:07:39.593+01:00,ONE_HOUR_BEFORE,,,,,
102598032,,,2020-02-26T15:27:29.250+01:00,2020-02-26T19:31:34.325+01:00,THREE_MINUTES_BEFORE,,,,,
102598032,,,2020-02-26T15:27:29.250+01:00,2020-02-26T19:31:34.325+01:00,ONE_HOUR_BEFORE,,,,,
102598032,,,2020-02-26T15:27:29.250+01:00,2020-02-26T19:31:34.325+01:00,THREE_MINUTES_AFTER,,,,,
102636527,,,2020-02-26T20:29:21.614+01:00,2020-02-26T21:00:15.520+01:00,THREE_MINUTES_BEFORE,,,,,
102636527,,,2020-02-26T20:29:21.614+01:00,2020-02-26T21:00:15.520+01:00,ONE_HOUR_BEFORE,22,200,22,,22
102636527,,,2020-02-26T20:29:21.614+01:00,2020-02-26T21:00:15.520+01:00,THREE_MINUTES_AFTER,,,,,
102648814,ONLINE,2020-02-26T14:34:43.494+01:00,2020-02-26T21:47:25.730+01:00,2020-02-26T21:47:41.239+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102648814,ONLINE,2020-02-26T14:34:43.494+01:00,2020-02-26T21:47:25.730+01:00,2020-02-26T21:47:41.239+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102648814,ONLINE,2020-02-26T14:34:43.494+01:00,2020-02-26T21:47:25.730+01:00,2020-02-26T21:47:41.239+01:00,ONE_HOUR_BEFORE,221,200,221,,221
102663748,,,2020-02-26T22:56:51.664+01:00,,ONE_HOUR_BEFORE,2,200,2,,2
102663748,,,2020-02-26T22:56:51.664+01:00,,THREE_MINUTES_BEFORE,,,,,
102663748,,,2020-02-26T22:56:51.664+01:00,,THREE_MINUTES_AFTER,,,,,
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,THREE_MINUTES_AFTER,3,200,1,,1
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,THREE_MINUTES_AFTER,3,0,2,ECONNABORTED,2
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,ONE_HOUR_BEFORE,128,0,5,GENERIC_ERROR,1
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,ONE_HOUR_BEFORE,128,0,5,ECONNABORTED,4
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,THREE_MINUTES_BEFORE,5,200,4,,4
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,THREE_MINUTES_BEFORE,5,0,1,ECONNABORTED,1
102472308,ONLINE,2020-02-26T02:08:53.501+01:00,2020-02-26T03:01:21.107+01:00,2020-02-26T03:02:21.237+01:00,ONE_HOUR_BEFORE,128,200,123,,123
102496593,,,2020-02-26T11:04:54.533+01:00,2020-02-26T11:05:11.265+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102496593,,,2020-02-26T11:04:54.533+01:00,2020-02-26T11:05:11.265+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102496593,,,2020-02-26T11:04:54.533+01:00,2020-02-26T11:05:11.265+01:00,ONE_HOUR_BEFORE,234,200,234,,234
102507077,,,2020-02-26T12:09:52.608+01:00,2020-02-26T12:10:08.606+01:00,ONE_HOUR_BEFORE,182,200,173,,173
102507077,,,2020-02-26T12:09:52.608+01:00,2020-02-26T12:10:08.606+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102507077,,,2020-02-26T12:09:52.608+01:00,2020-02-26T12:10:08.606+01:00,THREE_MINUTES_BEFORE,9,200,9,,9
102507077,,,2020-02-26T12:09:52.608+01:00,2020-02-26T12:10:08.606+01:00,ONE_HOUR_BEFORE,182,0,9,ECONNABORTED,8
102507077,,,2020-02-26T12:09:52.608+01:00,2020-02-26T12:10:08.606+01:00,ONE_HOUR_BEFORE,182,0,9,GENERIC_ERROR,1
102511909,,,2020-02-26T12:31:25.076+01:00,2020-02-26T12:31:40.471+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102511909,,,2020-02-26T12:31:25.076+01:00,2020-02-26T12:31:40.471+01:00,ONE_HOUR_BEFORE,229,200,229,,229
102511909,,,2020-02-26T12:31:25.076+01:00,2020-02-26T12:31:40.471+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102512813,,,2020-02-26T12:35:51.565+01:00,2020-02-26T12:36:07.675+01:00,THREE_MINUTES_BEFORE,8,200,8,,8
102512813,,,2020-02-26T12:35:51.565+01:00,2020-02-26T12:36:07.675+01:00,ONE_HOUR_BEFORE,189,200,189,,189
102512813,,,2020-02-26T12:35:51.565+01:00,2020-02-26T12:36:07.675+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102533995,,,2020-02-26T14:23:36.101+01:00,2020-02-26T14:23:51.373+01:00,ONE_HOUR_BEFORE,230,200,230,,230
102533995,,,2020-02-26T14:23:36.101+01:00,2020-02-26T14:23:51.373+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102533995,,,2020-02-26T14:23:36.101+01:00,2020-02-26T14:23:51.373+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102554858,,,2020-02-26T16:12:12.997+01:00,2020-02-26T16:12:28.383+01:00,ONE_HOUR_BEFORE,231,200,231,,231
102554858,,,2020-02-26T16:12:12.997+01:00,2020-02-26T16:12:28.383+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102554858,,,2020-02-26T16:12:12.997+01:00,2020-02-26T16:12:28.383+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102572353,,,2020-02-26T16:09:40.528+01:00,,THREE_MINUTES_AFTER,,,,,
102572353,,,2020-02-26T16:09:40.528+01:00,,THREE_MINUTES_BEFORE,,,,,
102572353,,,2020-02-26T16:09:40.528+01:00,,ONE_HOUR_BEFORE,,,,,
102579564,,,2020-02-26T17:58:49.736+01:00,2020-02-26T17:59:05.159+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102579564,,,2020-02-26T17:58:49.736+01:00,2020-02-26T17:59:05.159+01:00,ONE_HOUR_BEFORE,152,200,152,,152
102579564,,,2020-02-26T17:58:49.736+01:00,2020-02-26T17:59:05.159+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102580561,,,2020-02-26T17:56:41.180+01:00,2020-02-26T18:03:52.497+01:00,ONE_HOUR_BEFORE,6,401,1,GENERIC_ERROR,1
102580561,,,2020-02-26T17:56:41.180+01:00,2020-02-26T18:03:52.497+01:00,ONE_HOUR_BEFORE,6,200,5,,5
102580561,,,2020-02-26T17:56:41.180+01:00,2020-02-26T18:03:52.497+01:00,THREE_MINUTES_BEFORE,,,,,
102580561,,,2020-02-26T17:56:41.180+01:00,2020-02-26T18:03:52.497+01:00,THREE_MINUTES_AFTER,2,200,2,,2
102602565,,,2020-02-26T19:13:21.737+01:00,2020-02-26T19:13:37.753+01:00,ONE_HOUR_BEFORE,215,0,1,GENERIC_ERROR,1
102602565,,,2020-02-26T19:13:21.737+01:00,2020-02-26T19:13:37.753+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102602565,,,2020-02-26T19:13:21.737+01:00,2020-02-26T19:13:37.753+01:00,ONE_HOUR_BEFORE,215,200,214,,214
102602565,,,2020-02-26T19:13:21.737+01:00,2020-02-26T19:13:37.753+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102604534,,,,,THREE_MINUTES_AFTER,,,,,
102604534,,,,,THREE_MINUTES_BEFORE,,,,,
102604534,,,,,ONE_HOUR_BEFORE,,,,,
102607912,,,,,THREE_MINUTES_BEFORE,,,,,
102607912,,,,,ONE_HOUR_BEFORE,,,,,
102607912,,,,,THREE_MINUTES_AFTER,,,,,
102634890,,,2020-02-26T20:45:33.814+01:00,2020-02-26T20:45:49.709+01:00,ONE_HOUR_BEFORE,198,0,3,ECONNABORTED,3
102634890,,,2020-02-26T20:45:33.814+01:00,2020-02-26T20:45:49.709+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102634890,,,2020-02-26T20:45:33.814+01:00,2020-02-26T20:45:49.709+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102634890,,,2020-02-26T20:45:33.814+01:00,2020-02-26T20:45:49.709+01:00,ONE_HOUR_BEFORE,198,200,195,,195
102499654,,,2020-02-26T11:23:13.942+01:00,2020-02-26T11:24:35.591+01:00,ONE_HOUR_BEFORE,225,0,1,ECONNABORTED,1
102499654,,,2020-02-26T11:23:13.942+01:00,2020-02-26T11:24:35.591+01:00,THREE_MINUTES_BEFORE,8,200,8,,8
102499654,,,2020-02-26T11:23:13.942+01:00,2020-02-26T11:24:35.591+01:00,ONE_HOUR_BEFORE,225,200,224,,224
102499654,,,2020-02-26T11:23:13.942+01:00,2020-02-26T11:24:35.591+01:00,THREE_MINUTES_AFTER,10,200,10,,10
102506286,,,2020-02-26T12:02:53.785+01:00,2020-02-26T12:03:09.114+01:00,ONE_HOUR_BEFORE,208,0,2,ECONNABORTED,2
102506286,,,2020-02-26T12:02:53.785+01:00,2020-02-26T12:03:09.114+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102506286,,,2020-02-26T12:02:53.785+01:00,2020-02-26T12:03:09.114+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102506286,,,2020-02-26T12:02:53.785+01:00,2020-02-26T12:03:09.114+01:00,ONE_HOUR_BEFORE,208,200,206,,206
102506589,,,2020-02-26T12:02:11.863+01:00,2020-02-26T12:15:21.008+01:00,THREE_MINUTES_AFTER,,,,,
102506589,,,2020-02-26T12:02:11.863+01:00,2020-02-26T12:15:21.008+01:00,ONE_HOUR_BEFORE,39,200,39,,39
102506589,,,2020-02-26T12:02:11.863+01:00,2020-02-26T12:15:21.008+01:00,THREE_MINUTES_BEFORE,,,,,
102510253,,,,2020-02-26T13:51:56.739+01:00,THREE_MINUTES_AFTER,,,,,
102510253,,,,2020-02-26T13:51:56.739+01:00,THREE_MINUTES_BEFORE,,,,,
102510253,,,,2020-02-26T13:51:56.739+01:00,ONE_HOUR_BEFORE,,,,,
102511006,,,2020-02-26T12:27:16.368+01:00,2020-02-26T12:27:31.555+01:00,ONE_HOUR_BEFORE,213,200,213,,213
102511006,,,2020-02-26T12:27:16.368+01:00,2020-02-26T12:27:31.555+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102511006,,,2020-02-26T12:27:16.368+01:00,2020-02-26T12:27:31.555+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102563384,,,2020-02-26T16:58:34.323+01:00,2020-02-26T17:05:47.359+01:00,ONE_HOUR_BEFORE,21,200,21,,21
102563384,,,2020-02-26T16:58:34.323+01:00,2020-02-26T17:05:47.359+01:00,THREE_MINUTES_AFTER,,,,,
102563384,,,2020-02-26T16:58:34.323+01:00,2020-02-26T17:05:47.359+01:00,THREE_MINUTES_BEFORE,7,200,7,,7
102585837,OFFLINE,2020-02-26T17:57:53.544+01:00,2020-02-26T15:46:03.461+01:00,,THREE_MINUTES_BEFORE,,,,,
102585837,OFFLINE,2020-02-26T17:57:53.544+01:00,2020-02-26T15:46:03.461+01:00,,ONE_HOUR_BEFORE,,,,,
102585837,OFFLINE,2020-02-26T17:57:53.544+01:00,2020-02-26T15:46:03.461+01:00,,THREE_MINUTES_AFTER,,,,,
102586608,,,2020-02-26T16:09:40.528+01:00,,THREE_MINUTES_AFTER,,,,,
102586608,,,2020-02-26T16:09:40.528+01:00,,THREE_MINUTES_BEFORE,,,,,
102586608,,,2020-02-26T16:09:40.528+01:00,,ONE_HOUR_BEFORE,,,,,
102608849,,,2020-02-26T19:29:58.458+01:00,2020-02-26T19:30:13.916+01:00,ONE_HOUR_BEFORE,231,200,231,,231
102608849,,,2020-02-26T19:29:58.458+01:00,2020-02-26T19:30:13.916+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102608849,,,2020-02-26T19:29:58.458+01:00,2020-02-26T19:30:13.916+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102634443,,,2020-02-26T18:26:26.639+01:00,2020-02-26T21:13:50.011+01:00,ONE_HOUR_BEFORE,,,,,
102634443,,,2020-02-26T18:26:26.639+01:00,2020-02-26T21:13:50.011+01:00,THREE_MINUTES_AFTER,,,,,
102634443,,,2020-02-26T18:26:26.639+01:00,2020-02-26T21:13:50.011+01:00,THREE_MINUTES_BEFORE,,,,,
102635369,,,2020-02-26T20:40:02.107+01:00,2020-02-26T20:54:20.227+01:00,THREE_MINUTES_AFTER,,,,,
102635369,,,2020-02-26T20:40:02.107+01:00,2020-02-26T20:54:20.227+01:00,ONE_HOUR_BEFORE,150,200,150,,150
102635369,,,2020-02-26T20:40:02.107+01:00,2020-02-26T20:54:20.227+01:00,THREE_MINUTES_BEFORE,,,,,
102635785,,,2020-02-26T19:43:21.080+01:00,2020-02-26T21:25:35.311+01:00,THREE_MINUTES_BEFORE,,,,,
102635785,,,2020-02-26T19:43:21.080+01:00,2020-02-26T21:25:35.311+01:00,ONE_HOUR_BEFORE,,,,,
102635785,,,2020-02-26T19:43:21.080+01:00,2020-02-26T21:25:35.311+01:00,THREE_MINUTES_AFTER,,,,,
102658396,,,2020-02-26T21:39:02.688+01:00,,THREE_MINUTES_AFTER,,,,,
102658396,,,2020-02-26T21:39:02.688+01:00,,ONE_HOUR_BEFORE,,,,,
102658396,,,2020-02-26T21:39:02.688+01:00,,THREE_MINUTES_BEFORE,,,,,
102495625,,,2020-02-26T10:58:02.669+01:00,2020-02-26T10:58:18.125+01:00,ONE_HOUR_BEFORE,60,200,60,,60
102495625,,,2020-02-26T10:58:02.669+01:00,2020-02-26T10:58:18.125+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102495625,,,2020-02-26T10:58:02.669+01:00,2020-02-26T10:58:18.125+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102503566,,,2020-02-26T11:48:15.135+01:00,2020-02-26T11:48:30.521+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102503566,,,2020-02-26T11:48:15.135+01:00,2020-02-26T11:48:30.521+01:00,ONE_HOUR_BEFORE,231,200,231,,231
102503566,,,2020-02-26T11:48:15.135+01:00,2020-02-26T11:48:30.521+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102505504,,,2020-02-26T11:57:29.808+01:00,2020-02-26T12:02:32.811+01:00,ONE_HOUR_BEFORE,23,200,20,,20
102505504,,,2020-02-26T11:57:29.808+01:00,2020-02-26T12:02:32.811+01:00,ONE_HOUR_BEFORE,23,0,3,GENERIC_ERROR,1
102505504,,,2020-02-26T11:57:29.808+01:00,2020-02-26T12:02:32.811+01:00,ONE_HOUR_BEFORE,23,0,3,ECONNABORTED,2
102505504,,,2020-02-26T11:57:29.808+01:00,2020-02-26T12:02:32.811+01:00,THREE_MINUTES_BEFORE,,,,,
102505504,,,2020-02-26T11:57:29.808+01:00,2020-02-26T12:02:32.811+01:00,THREE_MINUTES_AFTER,2,200,2,,2
102533688,,,2020-02-26T14:21:57.958+01:00,2020-02-26T14:22:13.531+01:00,ONE_HOUR_BEFORE,228,200,227,,227
102533688,,,2020-02-26T14:21:57.958+01:00,2020-02-26T14:22:13.531+01:00,ONE_HOUR_BEFORE,228,0,1,ECONNABORTED,1
102533688,,,2020-02-26T14:21:57.958+01:00,2020-02-26T14:22:13.531+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102533688,,,2020-02-26T14:21:57.958+01:00,2020-02-26T14:22:13.531+01:00,THREE_MINUTES_BEFORE,9,200,8,,8
102533688,,,2020-02-26T14:21:57.958+01:00,2020-02-26T14:22:13.531+01:00,THREE_MINUTES_BEFORE,9,0,1,ECONNABORTED,1
102557416,,,2020-02-26T16:24:32.750+01:00,2020-02-26T16:24:47.979+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102557416,,,2020-02-26T16:24:32.750+01:00,2020-02-26T16:24:47.979+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102557416,,,2020-02-26T16:24:32.750+01:00,2020-02-26T16:24:47.979+01:00,ONE_HOUR_BEFORE,236,200,236,,236
102579430,,,2020-02-26T17:57:36.564+01:00,2020-02-26T17:57:51.772+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102579430,,,2020-02-26T17:57:36.564+01:00,2020-02-26T17:57:51.772+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102579430,,,2020-02-26T17:57:36.564+01:00,2020-02-26T17:57:51.772+01:00,ONE_HOUR_BEFORE,236,200,236,,236
102586134,OFFLINE,2020-02-26T17:57:53.544+01:00,2020-02-26T15:46:03.461+01:00,,ONE_HOUR_BEFORE,,,,,
102586134,OFFLINE,2020-02-26T17:57:53.544+01:00,2020-02-26T15:46:03.461+01:00,,THREE_MINUTES_BEFORE,,,,,
102586134,OFFLINE,2020-02-26T17:57:53.544+01:00,2020-02-26T15:46:03.461+01:00,,THREE_MINUTES_AFTER,,,,,
102612960,,,2020-02-26T18:26:26.639+01:00,2020-02-26T21:13:50.011+01:00,ONE_HOUR_BEFORE,,,,,
102612960,,,2020-02-26T18:26:26.639+01:00,2020-02-26T21:13:50.011+01:00,THREE_MINUTES_AFTER,,,,,
102612960,,,2020-02-26T18:26:26.639+01:00,2020-02-26T21:13:50.011+01:00,THREE_MINUTES_BEFORE,,,,,
102617238,ONLINE,2020-02-26T19:36:05.062+01:00,2020-02-26T19:53:39.010+01:00,2020-02-26T19:53:54.408+01:00,THREE_MINUTES_BEFORE,9,200,9,,9
102617238,ONLINE,2020-02-26T19:36:05.062+01:00,2020-02-26T19:53:39.010+01:00,2020-02-26T19:53:54.408+01:00,ONE_HOUR_BEFORE,281,200,279,,279
102617238,ONLINE,2020-02-26T19:36:05.062+01:00,2020-02-26T19:53:39.010+01:00,2020-02-26T19:53:54.408+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102617238,ONLINE,2020-02-26T19:36:05.062+01:00,2020-02-26T19:53:39.010+01:00,2020-02-26T19:53:54.408+01:00,ONE_HOUR_BEFORE,281,0,2,ECONNABORTED,2
102623924,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:12:24.310+01:00,2020-02-26T20:12:40.261+01:00,THREE_MINUTES_AFTER,12,200,12,,12
102623924,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:12:24.310+01:00,2020-02-26T20:12:40.261+01:00,THREE_MINUTES_BEFORE,6,200,5,,5
102623924,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:12:24.310+01:00,2020-02-26T20:12:40.261+01:00,ONE_HOUR_BEFORE,178,200,170,,170
102623924,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:12:24.310+01:00,2020-02-26T20:12:40.261+01:00,ONE_HOUR_BEFORE,178,0,8,ECONNABORTED,8
102623924,ONLINE,2020-02-26T16:55:39.589+01:00,2020-02-26T20:12:24.310+01:00,2020-02-26T20:12:40.261+01:00,THREE_MINUTES_BEFORE,6,0,1,ECONNABORTED,1
102626730,,,2020-02-26T20:20:12.964+01:00,2020-02-26T20:20:28.352+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102626730,,,2020-02-26T20:20:12.964+01:00,2020-02-26T20:20:28.352+01:00,ONE_HOUR_BEFORE,128,200,120,,120
102626730,,,2020-02-26T20:20:12.964+01:00,2020-02-26T20:20:28.352+01:00,ONE_HOUR_BEFORE,128,0,8,ECONNABORTED,8
102626730,,,2020-02-26T20:20:12.964+01:00,2020-02-26T20:20:28.352+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102648855,,,2020-02-26T21:49:09.496+01:00,2020-02-26T21:49:26.158+01:00,ONE_HOUR_BEFORE,201,200,200,,200
102648855,,,2020-02-26T21:49:09.496+01:00,2020-02-26T21:49:26.158+01:00,THREE_MINUTES_BEFORE,11,200,11,,11
102648855,,,2020-02-26T21:49:09.496+01:00,2020-02-26T21:49:26.158+01:00,THREE_MINUTES_AFTER,10,200,10,,10
102648855,,,2020-02-26T21:49:09.496+01:00,2020-02-26T21:49:26.158+01:00,ONE_HOUR_BEFORE,201,0,1,ECONNABORTED,1
102661120,,,2020-02-26T21:39:02.688+01:00,,ONE_HOUR_BEFORE,,,,,
102661120,,,2020-02-26T21:39:02.688+01:00,,THREE_MINUTES_AFTER,,,,,
102661120,,,2020-02-26T21:39:02.688+01:00,,THREE_MINUTES_BEFORE,,,,,
102504337,,,2020-02-26T11:56:52.794+01:00,2020-02-26T12:03:08.399+01:00,THREE_MINUTES_AFTER,1,200,1,,1
102504337,,,2020-02-26T11:56:52.794+01:00,2020-02-26T12:03:08.399+01:00,ONE_HOUR_BEFORE,201,200,201,,201
102504337,,,2020-02-26T11:56:52.794+01:00,2020-02-26T12:03:08.399+01:00,THREE_MINUTES_BEFORE,,,,,
102506952,,,2020-02-26T12:05:41.381+01:00,2020-02-26T12:06:25.768+01:00,THREE_MINUTES_AFTER,8,200,8,,8
102506952,,,2020-02-26T12:05:41.381+01:00,2020-02-26T12:06:25.768+01:00,ONE_HOUR_BEFORE,133,200,133,,133
102506952,,,2020-02-26T12:05:41.381+01:00,2020-02-26T12:06:25.768+01:00,THREE_MINUTES_BEFORE,6,200,6,,6
102531876,,,2020-02-26T14:12:49.212+01:00,2020-02-26T14:13:04.562+01:00,ONE_HOUR_BEFORE,204,200,204,,204
102531876,,,2020-02-26T14:12:49.212+01:00,2020-02-26T14:13:04.562+01:00,THREE_MINUTES_BEFORE,12,200,12,,12
102531876,,,2020-02-26T14:12:49.212+01:00,2020-02-26T14:13:04.562+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102552381,,,2020-02-26T16:00:04.252+01:00,2020-02-26T16:00:20.222+01:00,THREE_MINUTES_AFTER,11,200,11,,11
102552381,,,2020-02-26T16:00:04.252+01:00,2020-02-26T16:00:20.222+01:00,ONE_HOUR_BEFORE,104,0,1,GENERIC_ERROR,1
102552381,,,2020-02-26T16:00:04.252+01:00,2020-02-26T16:00:20.222+01:00,THREE_MINUTES_BEFORE,8,200,8,,8
102552381,,,2020-02-26T16:00:04.252+01:00,2020-02-26T16:00:20.222+01:00,ONE_HOUR_BEFORE,104,200,103,,103
102573464,,,2020-02-26T17:34:19.262+01:00,2020-02-26T17:43:22.893+01:00,THREE_MINUTES_AFTER,,,,,
102573464,,,2020-02-26T17:34:19.262+01:00,2020-02-26T17:43:22.893+01:00,ONE_HOUR_BEFORE,15,200,14,,14
102573464,,,2020-02-26T17:34:19.262+01:00,2020-02-26T17:43:22.893+01:00,ONE_HOUR_BEFORE,15,401,1,GENERIC_ERROR,1
102573464,,,2020-02-26T17:34:19.262+01:00,2020-02-26T17:43:22.893+01:00,THREE_MINUTES_BEFORE,5,200,4,,4
